time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
105.420,0,0.11,0.18,0.02,0.18,0.02,0.64,0.08,6.40,0.45,98.72,0.81,0.00,98.52,6.40,3.51,0.01,0.01,0.01,0.09,0.45,0.05,0.00,26.25,0.00,0.00,0.00,0.00,0.64,0.01,0.00,1.00,0.00,0.00,0.00,0.00,5.58,-0.99,0.05,71.98,72.67,299.72,258.78,402.06,367.85,387.78,284.65,315.17,281.47,349.83,305.83,349.72,367.85,
105.487,0,0.10,0.16,0.02,0.23,0.02,0.84,0.12,10.61,0.69,98.31,1.34,0.00,98.44,10.61,7.39,0.01,0.01,0.01,0.06,0.69,0.05,0.00,29.21,0.01,0.00,0.00,0.00,0.89,0.01,0.00,0.71,0.00,0.00,0.00,0.00,5.33,-1.26,-0.36,71.82,72.87,299.52,258.66,402.04,367.89,387.99,284.83,315.21,281.09,349.59,305.88,349.14,367.89,
105.631,0,0.10,0.17,0.02,0.22,0.02,0.82,0.11,10.11,0.55,98.36,1.23,0.00,98.15,10.11,5.79,0.01,0.01,0.02,0.09,0.55,0.03,0.00,28.50,0.01,0.00,0.00,0.00,0.76,0.01,0.00,0.93,0.00,0.00,0.00,0.00,5.81,-2.13,-0.22,71.94,72.69,299.32,258.60,401.98,368.00,387.70,284.92,315.11,281.11,348.95,305.68,349.15,368.00,
105.701,0,0.10,0.17,0.02,0.22,0.02,0.86,0.11,11.08,0.57,98.28,1.31,0.00,98.40,11.08,5.46,0.02,0.01,0.01,0.14,0.57,0.03,0.00,28.45,0.01,0.00,0.00,0.00,1.20,0.01,0.00,2.72,0.00,0.00,0.00,0.00,6.10,-1.42,-0.50,72.17,73.31,298.67,258.78,401.10,368.02,387.39,285.01,314.18,281.29,348.60,305.65,348.08,368.02,
105.768,0,0.10,0.17,0.02,0.21,0.02,0.75,0.10,9.61,0.73,98.51,1.05,0.00,98.43,9.61,4.41,0.02,0.01,0.02,0.16,0.73,0.03,0.00,26.80,0.01,0.00,0.00,0.00,1.37,0.01,0.00,2.44,0.00,0.01,0.00,0.00,5.88,-1.31,-0.42,72.07,73.22,298.68,258.82,401.07,367.97,387.30,285.01,314.17,281.32,348.65,305.77,348.16,367.97,
106.003,0,0.11,0.17,0.03,0.18,0.02,0.75,0.08,4.27,1.22,98.49,1.10,0.00,98.59,4.27,5.13,0.02,0.02,0.06,0.27,1.22,0.11,0.00,31.86,0.02,0.00,0.00,0.00,1.32,0.01,0.00,2.18,0.00,0.01,0.00,0.00,5.36,-0.78,0.16,72.44,72.84,299.03,258.58,401.47,367.69,387.16,284.43,314.38,281.32,349.31,305.77,349.21,367.69,
106.072,0,0.11,0.16,0.03,0.17,0.02,0.91,0.08,1.64,0.57,98.19,1.93,0.00,98.62,1.64,6.65,0.01,0.01,0.05,0.11,0.57,0.04,0.00,37.81,0.02,0.00,0.00,0.00,1.07,0.01,0.00,0.32,0.00,0.01,0.00,0.00,4.95,-0.67,0.05,72.41,73.18,299.11,258.66,401.26,367.50,387.33,284.17,314.20,281.40,349.31,305.87,349.02,367.50,
106.139,0,0.11,0.15,0.02,0.20,0.02,1.90,0.09,1.96,0.13,96.20,8.41,-3.99,98.62,1.96,10.82,0.01,0.02,0.02,0.04,0.13,0.01,0.00,52.79,0.03,0.00,0.00,0.00,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.49,-0.66,-0.37,72.00,71.58,299.48,258.82,401.26,367.37,386.93,284.01,315.42,281.07,349.55,306.40,348.77,367.37,
106.376,0,0.09,0.12,0.02,0.25,0.02,6.46,0.13,2.43,0.04,87.08,54.57,-12.83,98.76,2.43,17.37,0.00,0.07,0.01,0.00,0.04,0.00,0.00,78.25,0.06,0.00,0.00,0.00,0.42,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.13,0.33,71.46,71.82,299.71,258.34,401.56,366.31,386.93,283.42,315.17,280.44,350.22,306.89,349.81,366.31,
106.453,0,0.11,0.15,0.02,0.19,0.02,4.42,0.09,1.55,0.03,91.16,24.23,-9.49,98.69,1.55,9.98,0.00,0.09,0.01,0.00,0.03,0.00,0.00,69.16,0.03,0.00,0.00,0.00,0.40,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.39,0.04,71.36,71.61,299.88,258.57,401.53,366.32,387.04,283.74,315.50,280.42,350.45,307.11,349.57,366.32,
106.615,0,0.11,0.16,0.02,0.17,0.02,2.06,0.08,1.32,0.10,95.88,7.42,-4.24,98.55,1.32,7.93,0.00,0.04,0.01,0.01,0.10,0.00,0.00,53.99,0.02,0.00,0.00,0.00,0.25,0.01,0.00,0.75,0.00,0.00,0.00,0.00,3.28,0.91,0.16,71.48,71.85,300.01,258.62,401.37,366.39,387.08,283.79,315.29,280.91,350.73,306.12,349.70,366.39,
106.700,0,0.12,0.17,0.02,0.15,0.02,1.60,0.07,0.99,0.19,96.81,3.63,-2.23,98.35,0.99,4.27,0.00,0.02,0.03,0.02,0.19,0.00,0.00,48.25,0.03,0.00,0.00,0.00,0.19,0.01,0.00,0.16,0.00,0.00,0.00,0.00,4.14,1.55,0.08,71.81,72.33,300.36,258.71,401.47,366.23,387.59,284.01,315.32,281.05,351.33,305.78,349.84,366.23,
106.767,0,0.12,0.18,0.02,0.15,0.02,1.78,0.07,1.42,0.21,96.45,3.49,-2.73,97.94,1.42,2.61,0.00,0.01,0.05,0.05,0.21,0.00,0.00,49.41,0.05,0.00,0.00,0.00,0.20,0.01,0.00,0.01,0.00,0.00,0.00,0.00,1.86,2.68,-0.83,71.30,71.82,301.92,258.51,402.65,365.26,389.15,284.19,317.46,279.76,353.38,306.29,350.24,365.26,
106.836,0,0.11,0.17,0.02,0.16,0.02,1.14,0.07,2.63,0.04,97.72,1.97,0.00,98.63,2.63,4.30,0.00,0.02,0.04,0.04,0.04,0.00,0.00,40.43,0.03,0.00,0.00,0.00,0.22,0.02,0.00,0.00,0.00,0.01,0.00,0.00,-1.42,0.62,-4.47,70.09,76.55,312.01,260.94,413.84,367.88,404.14,289.36,328.20,279.71,363.04,310.46,356.43,367.88,
107.166,0,0.10,0.19,0.02,0.21,0.02,0.67,0.10,13.75,0.48,98.66,0.87,0.00,91.67,13.75,0.91,0.03,0.03,0.12,0.48,0.06,0.01,0.00,19.87,0.01,0.00,0.08,0.00,0.12,0.07,0.00,0.03,0.00,0.06,0.00,0.00,-3.39,10.01,-6.29,66.21,66.23,324.53,264.98,428.01,373.05,412.27,295.53,347.56,281.46,381.36,316.82,368.99,373.05,
107.328,0,0.10,0.20,0.02,0.22,0.02,0.28,0.10,1.24,1.03,99.45,0.33,0.00,84.47,14.78,0.19,1.03,0.04,0.18,0.33,0.06,0.00,0.00,1.24,0.01,0.00,0.11,0.02,0.05,0.28,0.00,0.02,0.00,0.02,0.00,0.00,1.38,13.53,-7.57,65.81,70.08,325.29,263.75,430.22,372.49,416.02,297.99,348.49,279.28,385.12,315.07,368.75,372.49,
107.464,0,0.10,0.21,0.02,0.40,0.02,0.58,0.19,2.58,5.89,98.83,0.61,0.00,90.51,26.23,3.24,5.89,0.31,0.03,0.04,0.00,0.00,0.00,2.58,0.02,0.00,0.07,0.01,0.03,0.37,0.00,0.00,0.00,0.02,0.00,0.00,-1.77,10.72,-7.64,67.98,72.91,324.17,263.86,431.45,375.36,417.99,297.31,347.13,280.16,383.88,317.18,368.31,375.36,
107.545,0,0.09,0.17,0.02,0.41,0.02,0.66,0.21,11.32,3.38,98.68,0.90,0.00,95.35,22.79,7.78,3.38,1.34,0.03,0.02,0.01,0.00,0.00,11.32,0.04,0.00,0.07,0.03,0.01,0.15,0.00,0.00,0.00,0.02,0.00,0.00,-2.42,6.90,-8.28,68.62,74.49,321.35,265.33,430.88,379.37,417.55,299.42,345.13,281.94,380.08,319.64,365.67,379.37,
107.691,0,0.07,0.09,0.02,1.13,0.02,0.87,0.75,23.95,2.80,97.74,5.22,-0.69,94.14,24.09,33.31,2.80,5.11,0.04,0.01,0.03,0.05,0.00,23.95,0.04,0.00,0.05,0.01,0.02,0.12,0.00,0.00,0.00,0.02,0.00,0.00,-0.09,8.11,-8.23,68.73,74.53,320.34,265.97,430.72,381.35,416.99,300.30,344.47,283.16,380.21,319.82,365.14,381.35,
107.759,0,0.11,0.16,0.02,0.45,0.02,0.82,0.23,17.37,2.40,98.36,1.28,0.00,94.82,17.37,10.90,2.40,6.26,0.04,0.01,0.02,0.04,0.00,21.81,0.03,0.00,0.04,0.01,0.03,0.09,0.00,0.00,0.00,0.02,0.00,0.00,-1.76,7.46,-8.63,69.05,75.55,318.67,266.21,430.01,382.28,416.54,300.96,343.14,283.10,378.71,321.21,363.34,382.28,
107.842,0,0.10,0.17,0.02,0.38,0.02,3.14,0.20,21.15,0.95,93.73,9.38,-5.83,97.05,21.15,6.18,0.95,3.88,0.05,0.02,0.02,0.02,0.01,43.97,0.02,0.00,0.05,0.02,0.03,0.04,0.00,0.00,0.00,0.02,0.00,0.00,-1.93,4.54,-9.88,70.44,75.62,314.97,266.30,427.54,383.51,413.98,302.35,340.95,282.75,373.94,321.71,358.84,383.51,
107.910,0,0.10,0.17,0.02,0.34,0.02,2.46,0.18,19.60,1.07,95.08,6.43,-4.32,96.20,19.60,5.90,1.07,3.02,0.05,0.02,0.02,0.02,0.01,40.40,0.02,0.00,0.04,0.02,0.03,0.03,0.00,0.00,0.00,0.02,0.00,0.00,-1.30,5.84,-9.04,69.96,75.15,315.66,266.38,428.25,384.13,414.18,301.36,341.15,283.62,375.37,321.61,360.54,384.13,
108.070,0,0.10,0.17,0.02,0.42,0.02,0.71,0.22,13.92,1.60,98.58,1.07,0.00,97.62,22.70,6.77,1.60,4.05,0.02,0.01,0.02,0.00,0.04,13.92,0.01,0.00,0.03,0.00,0.05,0.02,0.00,0.00,0.00,0.02,0.00,0.00,-4.00,3.44,-8.43,70.19,76.01,313.59,266.17,427.00,384.64,412.80,300.51,338.68,283.65,372.29,322.70,359.40,384.64,
108.147,0,0.10,0.17,0.02,0.38,0.02,0.60,0.20,13.14,1.82,98.81,0.82,0.00,97.17,19.73,7.20,1.82,3.56,0.03,0.01,0.01,0.01,0.02,13.14,0.01,0.00,0.02,0.00,0.09,0.02,0.00,0.00,0.00,0.01,0.00,0.00,-4.05,4.31,-8.27,69.95,77.02,313.09,265.99,427.53,385.19,413.19,301.14,338.25,283.35,372.84,323.16,359.49,385.19,
108.214,0,0.10,0.16,0.02,0.40,0.02,0.56,0.21,11.68,1.88,98.89,0.76,0.00,97.06,20.19,8.17,1.88,3.96,0.02,0.01,0.01,0.01,0.02,11.68,0.01,0.00,0.03,0.00,0.08,0.01,0.00,0.00,0.00,0.02,0.00,0.00,-2.72,4.52,-8.67,70.34,76.47,312.66,265.60,427.53,385.63,412.91,300.86,338.50,283.22,372.76,322.42,358.88,385.63,
108.302,0,0.11,0.17,0.02,0.35,0.02,0.58,0.18,15.02,2.20,98.85,0.75,0.00,97.77,16.50,7.54,2.20,4.17,0.03,0.01,0.03,0.01,0.02,15.02,0.01,0.00,0.04,0.02,0.10,0.01,0.00,0.00,0.00,0.02,0.00,0.00,-2.79,3.09,-8.27,69.42,76.18,314.47,264.94,428.38,384.06,413.92,299.69,339.67,282.66,373.21,321.17,360.69,384.06,
108.513,0,0.12,0.18,0.02,0.20,0.02,0.37,0.09,7.43,0.97,99.26,0.36,0.00,97.67,7.43,3.36,0.97,1.38,0.02,0.00,0.00,0.00,0.03,13.89,0.10,0.00,0.10,0.03,0.04,0.01,0.00,0.00,0.00,0.07,0.00,0.00,5.86,3.32,-5.29,75.15,77.13,305.48,258.10,418.05,377.74,403.59,290.90,327.38,279.01,363.57,309.91,354.32,377.74,
108.704,0,0.12,0.18,0.02,0.17,0.02,0.49,0.08,4.05,0.16,99.02,0.54,0.00,98.67,4.05,3.63,0.16,0.66,0.03,0.00,0.00,0.00,0.01,22.86,0.18,0.00,0.05,0.40,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,3.64,0.47,-4.01,75.20,76.61,306.36,256.28,419.09,375.44,403.53,289.05,327.85,277.13,362.72,308.95,356.79,375.44,
108.847,0,0.12,0.19,0.02,0.14,0.02,0.26,0.06,1.45,0.76,99.48,0.33,0.00,97.95,1.45,0.99,0.04,0.10,0.25,0.06,0.76,0.07,0.00,12.62,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,20.22,2.67,0.80,75.88,68.50,306.11,236.47,417.60,357.68,396.10,267.86,327.84,262.12,362.81,281.22,361.63,357.68,
109.030,0,0.13,0.19,0.02,0.14,0.02,0.25,0.06,0.99,0.59,99.49,0.33,0.00,95.74,0.99,0.82,0.09,0.01,0.05,0.59,0.03,0.00,0.00,12.31,0.24,0.01,0.00,0.00,0.02,0.04,0.00,0.15,0.00,0.00,0.00,0.00,21.08,6.44,2.24,75.83,72.75,308.02,237.18,417.24,355.04,398.21,267.82,325.59,263.52,365.77,280.79,364.10,355.04,
109.095,0,0.12,0.18,0.02,0.14,0.02,0.21,0.06,1.28,0.31,99.57,0.33,0.00,97.19,1.28,2.01,0.08,0.00,0.05,0.31,0.02,0.00,0.00,9.10,0.14,0.01,0.00,0.00,0.03,0.05,0.00,0.04,0.00,0.00,0.00,0.00,23.28,4.28,2.48,75.52,72.55,309.54,237.87,417.07,354.07,398.69,268.37,326.26,264.31,365.17,279.80,364.98,354.07,
109.344,0,0.11,0.17,0.02,0.16,0.02,0.27,0.07,1.55,0.08,99.47,0.33,0.00,96.33,1.55,5.52,0.08,0.00,0.00,0.03,0.00,0.00,0.00,14.26,0.08,0.01,0.00,0.00,0.10,0.07,0.00,0.01,0.00,0.00,0.00,0.00,21.30,5.66,0.66,75.21,74.19,312.16,239.68,416.67,352.71,401.63,268.77,327.54,265.01,367.24,281.25,364.08,352.71,
109.413,0,0.11,0.17,0.02,0.16,0.02,0.34,0.07,2.90,0.02,99.31,0.38,0.00,95.06,2.90,4.31,0.02,0.00,0.00,0.02,0.00,0.00,0.00,17.57,0.02,0.00,0.00,0.00,0.06,0.01,0.00,0.01,0.00,0.00,0.00,0.00,19.61,7.21,0.42,75.26,74.02,314.35,241.21,416.51,351.45,402.69,269.26,328.75,265.88,369.19,282.59,364.85,351.45,
109.484,0,0.11,0.17,0.02,0.16,0.02,0.30,0.08,1.67,0.01,99.40,0.39,0.00,96.54,1.67,5.68,0.01,0.00,0.00,0.01,0.00,0.00,0.00,16.64,0.01,0.00,0.00,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,16.11,5.36,0.35,75.28,74.15,315.55,242.41,416.37,350.78,403.36,269.34,329.27,266.48,368.62,284.70,365.26,350.78,
109.562,0,0.11,0.17,0.02,0.16,0.02,0.34,0.07,1.34,0.01,99.32,0.46,0.00,96.29,1.34,5.47,0.00,0.00,0.00,0.01,0.00,0.00,0.00,19.20,0.01,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.15,5.72,1.84,75.35,73.93,317.43,244.06,416.88,350.65,403.61,269.90,329.69,268.84,369.94,285.75,368.17,350.65,
109.782,0,0.12,0.17,0.02,0.15,0.02,0.35,0.07,0.68,0.00,99.30,0.43,0.00,97.63,0.68,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.74,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.02,0.00,0.00,0.00,0.00,18.98,3.41,2.41,74.49,73.70,317.46,244.69,416.84,351.73,403.20,270.28,329.50,270.35,368.54,285.17,368.75,351.73,
109.848,0,0.12,0.18,0.02,0.15,0.02,0.28,0.07,1.49,0.01,99.45,0.33,0.00,98.05,1.49,3.20,0.00,0.00,0.01,0.01,0.00,0.00,0.00,14.37,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.02,0.00,0.00,0.00,0.00,19.80,2.41,1.74,74.47,75.09,316.79,245.55,416.34,352.80,403.70,271.70,328.61,271.03,367.42,285.80,367.39,352.80,
109.932,0,0.12,0.18,0.02,0.15,0.02,0.19,0.07,1.17,0.01,99.63,0.33,0.00,98.45,1.17,2.86,0.00,0.00,0.01,0.01,0.00,0.00,0.00,7.17,0.00,0.00,0.00,0.00,0.17,0.01,0.00,0.01,0.00,0.00,0.00,0.00,19.47,1.23,1.53,74.25,74.20,316.65,246.43,415.92,353.62,403.11,272.27,328.91,271.73,366.44,286.67,366.84,353.62,
110.007,0,0.12,0.18,0.02,0.15,0.02,0.20,0.07,1.25,0.01,99.60,0.33,0.00,98.53,1.25,2.85,0.00,0.00,0.00,0.01,0.01,0.00,0.00,8.19,0.00,0.00,0.00,0.00,0.29,0.01,0.00,16.97,0.00,0.00,0.00,0.00,19.28,0.99,1.36,74.81,72.91,316.08,248.32,414.63,354.87,401.64,273.94,328.73,273.26,365.38,288.31,365.70,354.87,
110.224,0,0.11,0.17,0.02,0.17,0.02,0.15,0.08,1.48,0.00,99.67,0.33,0.00,98.72,1.48,6.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.16,0.00,0.00,0.00,0.00,1.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00,8.94,0.28,3.25,73.98,73.94,312.10,249.55,411.83,355.66,397.68,273.14,323.76,274.64,361.47,294.20,364.44,355.66,
110.439,0,0.09,0.14,0.02,0.26,0.02,0.16,0.13,3.65,0.00,99.49,0.33,0.00,98.62,6.15,14.12,0.00,0.06,0.01,0.00,0.00,0.00,0.00,3.65,0.00,0.00,0.00,0.00,1.09,0.03,0.00,0.00,0.00,0.01,0.00,0.00,-0.17,-0.66,1.37,73.03,73.88,306.84,257.54,405.36,361.36,392.87,279.54,319.01,281.29,355.15,305.04,356.43,361.36,
110.576,0,0.07,0.13,0.02,0.42,0.02,0.30,0.24,3.41,0.00,99.15,0.44,0.00,98.63,20.57,14.75,0.00,0.38,0.00,0.00,0.00,0.00,0.00,3.41,0.00,0.00,0.00,0.00,0.69,0.05,0.00,0.00,0.00,0.01,0.00,0.00,-1.12,0.62,2.29,70.79,74.25,304.77,260.36,404.62,365.91,391.10,282.17,316.88,284.24,354.45,308.81,356.10,365.91,
110.713,0,0.07,0.10,0.02,0.49,0.02,0.19,0.29,3.16,0.00,99.02,0.59,0.00,98.75,14.54,24.98,0.00,0.60,0.00,0.00,0.00,0.00,0.00,3.16,0.00,0.00,0.00,0.00,0.41,0.04,0.00,0.00,0.00,0.01,0.00,0.00,0.01,-0.13,2.66,70.59,72.39,303.50,258.54,406.51,368.24,390.30,280.79,317.94,283.07,354.31,308.08,356.77,368.24,
110.853,0,0.04,0.05,0.02,1.54,0.02,0.13,1.24,2.30,0.00,96.93,5.79,0.00,97.09,17.96,56.31,0.00,0.60,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.30,0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-4.46,3.42,71.37,72.60,301.90,258.82,405.74,369.30,388.83,280.92,316.28,283.82,350.59,308.92,356.35,369.30,
110.920,0,0.03,0.05,0.02,1.85,0.02,0.16,1.57,2.02,0.00,96.30,5.97,0.00,97.57,23.14,56.99,0.00,0.47,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.25,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.32,-3.54,3.92,71.07,73.71,300.86,258.67,404.96,369.27,388.11,280.22,314.56,285.02,350.15,308.37,356.06,369.27,
111.095,0,0.02,0.04,0.01,3.90,0.02,0.28,3.97,1.55,0.00,92.06,9.57,0.00,98.71,39.31,63.84,0.00,0.38,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.44,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.66,-0.31,4.74,71.35,75.86,300.62,258.56,404.69,368.99,388.32,279.75,312.72,286.01,351.71,307.62,356.92,368.99,
111.249,0,0.03,0.06,0.01,2.26,0.02,0.42,2.00,1.94,0.00,95.48,2.37,0.00,98.23,41.03,45.11,0.00,0.42,0.01,0.00,0.00,0.00,0.00,1.94,0.01,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,1.91,5.14,71.49,75.38,302.08,258.77,405.41,368.32,388.92,279.44,313.81,285.83,354.11,308.15,358.50,368.32,
111.315,0,0.03,0.07,0.01,2.29,0.02,0.53,2.03,3.17,0.00,95.43,2.36,0.00,98.55,43.86,42.71,0.00,0.34,0.01,0.00,0.00,0.00,0.00,3.17,0.02,0.00,0.00,0.00,0.61,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.91,5.10,71.06,74.26,303.06,258.54,406.03,367.77,389.24,279.11,315.23,285.15,354.32,308.08,359.16,367.77,
111.400,0,0.04,0.08,0.01,1.30,0.02,0.50,1.00,5.52,0.00,97.40,1.57,0.00,98.78,36.34,33.16,0.00,0.30,0.00,0.00,0.00,0.00,0.00,5.52,0.02,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.68,-0.03,4.82,70.61,74.55,303.37,257.93,406.93,367.75,390.17,278.78,315.83,284.31,354.39,308.04,359.45,367.75,
111.612,0,0.06,0.11,0.02,0.54,0.02,0.28,0.33,5.46,0.00,98.93,0.62,0.00,98.71,19.49,23.43,0.00,0.16,0.00,0.00,0.00,0.00,0.00,5.46,0.01,0.00,0.00,0.00,0.32,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.30,4.13,70.96,75.80,303.74,258.34,406.65,367.72,391.24,280.07,315.58,284.73,354.66,306.66,358.77,367.72,
111.772,0,0.06,0.09,0.02,0.59,0.02,0.24,0.38,5.80,0.00,98.81,0.91,0.00,98.44,17.43,28.48,0.00,0.15,0.00,0.00,0.00,0.00,0.00,5.80,0.01,0.00,0.00,0.00,0.40,0.01,0.00,0.00,0.00,0.01,0.00,0.00,-0.38,1.26,4.53,71.05,73.94,304.12,258.42,406.90,367.42,390.42,279.45,316.64,284.38,355.53,307.98,359.48,367.42,
111.839,0,0.06,0.10,0.02,0.57,0.02,0.21,0.35,3.96,0.00,98.87,0.76,0.00,98.52,16.51,27.86,0.00,0.26,0.00,0.00,0.00,0.00,0.00,3.96,0.01,0.00,0.00,0.00,0.44,0.01,0.00,0.00,0.00,0.01,0.00,0.00,-0.08,1.02,4.70,71.04,73.48,304.32,258.24,407.00,367.27,390.25,279.07,316.96,284.33,355.53,307.64,359.79,367.27,
111.973,0,0.04,0.07,0.01,1.35,0.02,0.30,1.05,1.19,0.00,97.29,1.33,0.00,98.27,32.02,38.56,0.00,0.41,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.40,-1.79,4.75,71.09,74.43,304.58,257.93,408.13,367.91,391.40,279.27,317.14,284.37,354.55,307.29,360.53,367.91,
112.046,0,0.04,0.07,0.01,1.84,0.02,0.33,1.53,0.72,0.00,96.32,1.82,0.00,97.93,36.34,42.94,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.80,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.76,-2.71,4.76,71.25,73.55,304.04,257.69,407.93,368.22,390.62,279.16,317.23,284.07,353.67,307.09,360.10,368.22,
112.258,0,0.03,0.04,0.02,2.83,0.02,0.13,2.55,0.45,0.00,94.34,12.14,0.00,97.82,24.24,66.89,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,1.82,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.05,-2.99,4.76,71.25,73.88,303.33,257.42,407.38,368.13,390.15,278.95,316.44,283.91,352.87,306.79,359.49,368.13,
112.326,0,0.03,0.03,0.02,2.99,0.02,0.06,2.68,0.27,0.00,94.02,27.20,0.00,98.22,11.67,79.02,0.00,3.09,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,2.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.13,-1.96,5.18,71.70,74.03,302.62,257.24,407.77,368.99,389.82,279.51,315.93,284.08,353.29,306.67,359.84,368.99,
112.405,0,0.03,0.03,0.02,3.05,0.02,0.06,2.79,0.20,0.00,93.90,28.57,0.00,98.40,11.70,80.42,0.00,2.68,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,1.51,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.28,-1.42,5.06,71.74,74.08,302.61,257.06,407.78,368.83,389.92,279.49,315.96,283.83,353.61,306.42,359.71,368.83,
112.607,0,0.03,0.02,0.02,3.20,0.02,0.06,3.04,0.38,0.00,93.61,30.65,0.00,98.39,12.79,82.40,0.00,1.68,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,-1.42,4.92,71.80,73.94,302.62,257.07,407.82,368.92,389.95,279.43,316.14,283.72,353.64,306.61,359.57,368.92,
112.846,0,0.02,0.02,0.02,4.38,0.02,0.10,4.58,1.07,0.00,90.84,31.46,0.00,98.76,23.93,82.57,0.00,0.63,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,-0.12,4.60,71.83,73.53,302.83,257.19,407.70,368.80,389.98,279.62,316.56,283.56,354.47,306.53,359.26,368.80,
112.912,0,0.02,0.03,0.01,5.86,0.02,0.18,6.53,1.80,0.00,86.94,28.85,0.00,98.77,35.56,80.30,0.00,0.27,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,-0.09,4.42,71.84,73.11,302.93,257.25,407.66,368.83,389.92,279.64,316.91,283.47,354.54,306.52,359.07,368.83,
113.209,0,0.02,0.04,0.01,5.33,0.02,0.53,5.74,4.38,0.01,88.51,10.84,0.00,98.77,49.96,62.72,0.01,0.17,0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.08,4.82,72.02,73.37,302.71,257.24,407.65,368.83,389.69,279.74,316.43,283.66,354.49,306.61,359.42,368.83,
113.279,0,0.02,0.04,0.01,7.69,0.02,0.78,9.07,4.61,0.01,81.86,13.30,-0.47,98.73,59.12,65.39,0.01,0.17,0.00,0.00,0.00,0.00,0.00,4.61,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.11,0.24,4.86,72.15,73.50,302.73,257.31,407.51,368.72,389.67,279.76,316.28,283.80,354.52,306.49,359.42,368.72,
113.357,0,0.02,0.04,0.01,6.44,0.02,0.57,7.32,6.33,0.01,85.37,17.53,0.00,98.74,51.18,67.74,0.01,0.14,0.00,0.00,0.00,0.00,0.00,6.33,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,3.87,-0.19,4.72,72.15,74.11,302.57,257.37,407.63,369.08,390.03,280.17,316.01,283.93,354.26,306.40,359.26,369.08,
