time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
91.061,0,0.36,83.81,0.21,2.55,0.11,92.18,0.69,52.41,0.08,0.00,99.14,-63.16,95.24,52.41,7.57,0.08,0.63,6.87,0.02,0.08,0.72,86.10,99.97,99.60,0.01,98.49,99.96,0.54,0.10,47.66,0.00,9.83,83.00,0.00,0.00,1.73,-7.02,9.22,63.17,59.72,316.94,287.51,402.67,377.34,385.38,301.56,326.92,313.75,355.76,328.84,367.12,377.34,
91.138,0,0.36,74.67,0.21,2.63,0.11,92.13,0.71,52.23,0.09,0.00,99.12,-63.22,95.15,52.23,8.52,0.09,0.48,7.53,0.02,0.06,0.57,86.46,99.96,99.49,0.01,98.35,99.96,0.57,0.10,41.35,0.00,9.45,77.66,0.00,0.00,1.81,-7.11,9.21,63.22,59.83,316.71,287.47,402.70,377.53,385.31,301.52,326.77,313.89,355.61,328.91,367.03,377.53,
91.212,0,0.36,75.39,0.21,2.90,0.08,93.07,0.78,54.97,0.09,0.00,99.30,-65.94,95.39,54.97,8.10,0.09,0.40,5.18,0.02,0.05,0.46,87.06,99.96,99.52,0.02,98.26,99.96,0.56,0.09,40.19,0.00,8.57,77.30,0.00,0.00,1.84,-6.86,9.11,63.30,59.57,316.67,287.51,402.54,377.51,385.16,301.63,326.84,313.79,355.65,328.86,366.81,377.51,
91.310,0,0.34,75.11,0.20,3.36,0.07,94.21,0.90,58.85,0.07,0.00,99.48,-68.58,95.37,58.85,7.92,0.07,0.43,3.59,0.02,0.04,0.28,86.96,99.96,99.59,0.03,98.09,99.96,0.53,0.08,34.79,0.00,7.68,76.49,0.00,0.00,1.39,-6.87,9.14,63.34,59.45,316.65,287.53,402.53,377.51,385.09,301.60,326.88,313.73,355.64,329.02,366.81,377.51,
91.382,0,0.36,76.01,0.21,3.46,0.06,94.33,0.90,58.64,0.07,0.00,99.48,-69.99,95.13,58.64,8.01,0.07,0.54,3.19,0.01,0.03,0.21,87.02,99.96,99.56,0.03,97.81,99.96,0.44,0.07,33.48,0.00,6.56,76.17,0.00,0.00,1.46,-7.14,8.61,63.40,59.49,316.58,287.55,402.43,377.40,385.27,301.71,327.01,313.75,355.44,329.03,366.24,377.40,
91.453,0,0.35,71.99,0.21,3.74,0.06,94.41,0.98,59.18,0.07,0.00,99.50,-70.58,95.42,59.18,9.26,0.07,0.83,3.10,0.01,0.03,0.19,84.89,99.95,99.57,0.02,97.54,99.96,0.44,0.07,37.78,0.00,6.19,74.24,0.00,0.00,0.72,-6.81,8.72,63.23,59.31,316.70,287.55,402.40,377.20,385.18,301.60,327.11,313.62,355.65,329.17,366.37,377.20,
91.526,0,0.34,68.21,0.20,4.30,0.06,94.68,1.16,60.78,0.08,0.00,99.56,-71.10,95.68,60.78,11.13,0.08,1.26,3.48,0.01,0.02,0.14,83.66,99.95,99.56,0.02,97.74,99.95,0.47,0.06,45.42,0.00,5.90,72.77,0.00,0.00,1.35,-6.51,8.87,63.31,59.24,316.76,287.41,402.66,377.42,385.25,301.58,327.23,313.55,355.95,328.90,366.66,377.42,
91.681,0,0.27,43.96,0.20,6.81,0.04,94.64,2.02,63.96,0.08,0.00,99.66,-73.62,95.92,63.96,21.45,0.08,1.33,1.34,0.02,0.01,0.07,75.43,99.92,98.25,0.02,94.68,94.68,0.72,0.07,45.78,0.00,3.87,64.30,0.00,0.00,1.30,-6.22,8.87,63.40,58.78,316.97,287.30,402.94,377.52,385.31,301.57,327.70,313.27,356.36,328.80,366.85,377.52,
91.832,0,0.03,0.43,0.02,8.37,0.03,69.96,7.18,61.72,0.12,5.04,99.58,-38.96,96.27,61.72,55.63,0.12,1.11,0.26,0.06,0.00,0.00,12.94,99.63,22.31,0.01,26.54,10.96,1.48,0.10,24.55,0.00,2.07,22.05,0.00,0.00,2.04,-5.75,8.33,63.72,59.67,316.37,286.89,403.43,378.21,385.89,301.50,327.40,313.33,356.48,328.64,366.40,378.21,
91.976,0,0.02,0.04,0.01,10.31,0.03,22.99,10.89,54.37,0.22,54.03,99.24,-24.58,94.90,54.37,74.18,0.22,0.76,0.08,0.11,0.01,0.00,0.00,79.86,0.04,0.01,0.93,0.04,9.63,0.24,1.34,0.00,0.69,2.60,0.00,0.00,3.25,-7.39,10.13,64.29,59.14,316.34,286.73,404.00,379.27,385.10,301.38,327.14,313.16,355.95,328.46,368.27,379.27,
92.043,0,0.08,0.02,0.13,45.38,0.02,0.72,19.95,9.40,0.40,29.62,99.72,-2.04,92.94,59.03,86.03,0.40,0.67,0.11,0.24,0.01,0.00,0.00,9.40,0.01,0.01,0.23,0.00,80.63,0.93,0.05,0.00,0.21,0.87,0.00,0.00,5.66,-9.11,10.25,64.10,59.36,316.51,285.83,405.92,380.43,386.14,300.88,328.05,313.11,356.16,327.70,369.45,380.43,
92.110,0,0.11,0.02,0.24,58.34,0.02,0.42,25.20,2.35,0.65,16.66,99.96,0.00,93.89,57.72,92.67,0.38,0.63,0.16,0.65,0.01,0.02,0.00,2.35,0.00,0.01,0.02,0.00,98.01,2.87,0.02,0.00,0.16,0.04,0.00,0.00,4.84,-8.34,9.62,64.34,60.08,315.55,285.68,405.77,381.09,386.23,301.03,327.34,312.91,355.94,328.14,368.40,381.09,
92.267,0,0.10,0.02,0.24,65.36,0.02,0.46,36.56,0.12,0.56,9.64,99.97,0.00,95.28,62.97,94.99,0.56,0.64,0.15,1.51,0.01,0.08,0.00,0.12,0.00,0.00,0.00,0.00,99.90,8.18,0.00,0.00,0.06,0.00,0.00,0.00,6.41,-6.97,9.67,65.27,60.79,315.85,285.53,405.87,381.05,386.76,301.21,327.06,312.69,356.73,327.22,368.76,381.05,
92.344,0,0.11,0.02,0.25,61.89,0.02,0.42,50.56,0.03,0.66,13.11,99.97,0.00,94.96,60.44,92.88,0.66,0.61,0.11,1.83,0.01,0.06,0.00,0.02,0.00,0.00,0.00,0.00,99.99,26.60,0.00,0.00,0.03,0.00,0.00,0.00,6.67,-7.32,9.60,65.23,60.89,315.95,285.43,405.98,380.98,386.95,301.17,327.13,312.57,356.67,327.05,368.82,380.98,
92.411,0,0.11,0.02,0.23,62.87,0.02,0.53,57.58,0.03,0.70,12.13,99.96,-0.42,95.22,64.37,90.31,0.70,0.48,0.09,2.00,0.01,0.05,0.00,0.01,0.00,0.00,0.00,0.00,100.00,32.16,0.00,0.00,0.03,0.00,0.00,0.00,7.12,-7.04,9.62,65.22,60.70,315.90,285.37,405.96,381.03,386.82,301.18,327.19,312.55,356.77,326.83,368.77,381.03,
92.483,0,0.12,0.02,0.25,58.28,0.02,0.41,72.13,0.02,0.83,2.87,99.96,0.00,95.74,58.77,90.00,0.83,0.51,0.10,2.02,0.01,0.06,0.00,0.01,0.00,0.00,0.00,0.00,100.00,53.55,0.00,0.00,0.02,0.00,0.00,0.00,6.59,-6.44,9.38,65.25,61.20,315.99,285.43,405.94,380.89,387.20,301.25,327.04,312.49,357.08,326.98,368.65,380.89,
92.569,0,0.13,0.02,0.27,53.77,0.02,0.34,75.01,0.01,0.78,0.00,99.96,0.00,96.25,53.93,89.37,0.78,0.51,0.09,1.71,0.01,0.06,0.00,0.01,0.00,0.00,0.00,0.00,100.00,62.56,0.00,0.00,0.01,0.00,0.00,0.00,6.42,-5.78,9.79,65.05,60.49,316.43,285.20,406.10,380.54,387.01,300.98,327.54,312.03,357.72,326.62,369.25,380.54,
92.703,0,0.15,0.02,0.33,46.64,0.02,0.20,64.23,0.01,0.79,10.77,99.96,0.00,95.27,43.09,91.65,0.79,0.51,0.07,1.46,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,100.00,58.81,0.00,0.00,0.01,0.00,0.00,0.00,7.46,-6.99,9.65,65.25,60.32,317.21,285.40,406.66,380.65,387.69,301.33,328.34,312.10,357.82,326.42,369.77,380.65,
92.809,0,0.13,0.02,0.29,53.84,0.02,0.27,71.89,0.01,0.88,3.11,99.97,0.00,95.80,50.15,93.17,0.88,0.50,0.07,1.58,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,100.00,58.72,0.00,0.00,0.01,0.00,0.00,0.00,7.59,-6.36,9.71,65.21,59.97,317.47,285.26,406.89,380.58,387.76,301.24,328.75,311.91,358.39,326.18,370.03,380.58,
92.992,0,0.12,0.02,0.27,57.78,0.02,0.31,75.86,0.01,0.87,0.00,99.97,0.00,95.72,53.89,94.27,0.87,0.47,0.05,1.69,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.00,100.00,58.86,0.00,0.00,0.00,0.00,0.00,0.00,7.42,-6.47,9.87,65.22,59.98,317.30,285.24,406.83,380.61,387.56,301.12,328.58,312.01,358.22,326.28,370.05,380.61,
93.059,0,0.12,0.02,0.28,58.29,0.02,0.29,74.75,0.01,0.78,0.25,99.97,0.00,95.68,53.28,95.44,0.78,0.58,0.04,1.29,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,100.00,56.75,0.00,0.00,0.00,0.00,0.00,0.00,7.16,-6.52,9.76,65.20,60.10,317.47,285.22,406.93,380.46,387.81,301.08,328.69,311.95,358.33,326.32,370.11,380.46,
93.138,0,0.12,0.02,0.28,57.45,0.02,0.29,75.33,0.01,0.73,0.00,99.97,0.00,95.42,52.88,95.07,0.73,0.39,0.04,1.30,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,100.00,58.45,0.00,0.01,0.00,0.00,0.00,0.00,7.07,-6.81,9.72,65.24,59.81,317.30,285.26,406.80,380.62,387.56,301.20,328.70,311.82,358.05,326.42,369.89,380.62,
93.355,0,0.11,0.02,0.24,61.77,0.02,0.48,79.44,0.01,0.79,0.00,99.96,-0.07,95.36,62.43,91.13,0.79,0.17,0.06,2.37,0.00,0.04,0.00,0.01,0.00,0.00,0.00,0.00,100.00,58.70,0.00,0.01,0.00,0.01,0.00,0.00,7.30,-6.89,10.07,65.23,59.81,317.26,285.34,406.78,380.71,387.34,301.15,328.54,312.10,357.98,326.44,370.18,380.71,
93.422,0,0.11,0.02,0.22,65.10,0.02,0.57,79.84,0.01,0.83,0.00,99.96,-1.02,95.47,66.46,91.36,0.83,0.18,0.05,1.98,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,100.00,55.03,0.00,0.01,0.00,0.00,0.00,0.00,7.17,-6.75,9.93,65.11,59.84,317.23,285.21,406.92,380.73,387.48,301.06,328.64,312.00,358.10,326.43,370.10,380.73,
93.571,0,0.10,0.02,0.23,64.26,0.02,0.49,76.26,0.01,0.87,0.00,99.97,-0.40,95.70,63.61,93.06,0.87,0.19,0.03,1.22,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,100.00,51.14,0.00,0.00,0.00,0.00,0.00,0.00,6.98,-6.48,9.81,65.04,60.07,317.32,285.09,407.16,380.72,387.80,300.97,328.74,311.92,358.39,326.42,370.19,380.72,
93.713,0,0.12,0.02,0.28,57.33,0.02,0.30,35.63,0.04,0.77,17.67,99.97,0.00,96.51,53.60,94.32,0.77,0.29,0.03,0.45,0.02,0.03,0.00,0.04,0.00,0.00,0.00,0.00,99.97,17.59,0.00,0.00,0.00,0.02,0.00,0.00,1.40,-5.40,8.58,65.16,60.19,316.89,285.48,407.02,380.86,388.20,301.24,328.87,311.32,358.65,328.78,368.79,380.86,
93.932,0,0.03,0.03,0.04,17.21,0.02,14.67,14.81,58.43,1.38,65.58,98.03,-23.79,96.31,58.43,79.07,1.38,0.28,0.07,0.17,0.68,8.17,0.01,62.91,10.26,0.05,0.00,0.02,23.79,0.22,0.00,0.00,0.00,0.03,0.00,0.00,1.69,-5.69,7.83,64.98,60.98,316.10,286.52,405.92,381.36,387.98,302.39,327.82,312.38,357.55,329.59,367.23,381.36,
93.999,0,0.06,0.05,0.55,6.68,0.02,89.63,7.16,58.70,1.75,0.00,99.50,-56.83,96.92,58.70,59.33,1.75,0.40,0.08,0.05,0.40,14.00,0.00,98.77,99.85,0.09,0.00,0.07,1.99,0.07,0.00,0.00,0.00,0.01,0.00,0.00,3.80,-4.75,8.02,65.29,62.10,316.97,287.04,405.28,380.42,388.51,302.90,327.21,312.83,358.05,328.63,367.65,380.42,
94.140,0,0.08,0.05,0.89,3.93,0.02,84.82,3.76,45.56,2.52,0.00,99.36,-54.75,95.63,45.56,56.09,2.52,0.50,0.09,0.04,0.40,20.56,0.00,100.00,99.89,0.56,0.00,0.34,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,2.82,-6.57,8.25,64.80,60.85,318.01,287.56,405.67,380.28,388.58,303.18,328.50,312.82,357.94,329.27,368.44,380.28,
94.213,0,0.10,0.05,1.21,3.08,0.02,75.65,2.75,33.78,2.64,0.00,99.53,-52.11,96.53,33.78,59.86,2.64,0.82,0.08,0.03,0.42,22.92,0.00,100.00,99.92,0.40,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.30,-5.37,8.40,64.50,60.07,318.21,287.49,405.40,379.58,388.11,302.79,328.84,312.55,358.52,329.40,368.47,379.58,
94.440,0,0.08,0.04,0.75,3.42,0.02,73.11,3.07,31.92,3.34,1.89,99.67,-51.99,96.29,31.92,64.36,3.34,0.87,0.04,0.06,0.42,12.68,0.00,100.00,99.60,0.16,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.34,-5.72,8.72,64.61,59.79,318.57,287.84,405.09,379.39,387.89,303.09,328.84,312.50,358.38,329.43,368.76,379.39,
94.512,0,0.09,0.04,0.73,2.69,0.02,68.21,2.26,26.17,3.39,6.79,99.62,-50.53,96.27,26.17,62.54,3.39,0.89,0.03,0.07,0.37,10.72,0.00,100.00,98.99,0.08,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.94,-5.75,8.34,64.55,59.53,318.47,287.77,405.04,379.24,387.87,303.02,329.09,312.44,358.33,329.52,368.30,379.24,
94.578,0,0.09,0.04,0.76,2.85,0.02,67.05,2.44,25.85,3.25,7.95,99.68,-50.37,95.94,25.85,64.69,3.25,0.97,0.04,0.06,0.29,11.61,0.00,100.00,99.09,0.07,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.07,-6.19,8.00,64.70,59.92,318.38,287.93,404.92,379.28,388.10,303.24,328.92,312.61,358.00,329.65,367.92,379.28,
94.718,0,0.09,0.04,0.94,3.05,0.02,63.78,2.71,24.58,2.41,11.22,99.76,-49.69,96.56,24.58,68.13,2.41,1.38,0.04,0.02,0.24,15.12,0.00,100.00,99.47,0.03,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.29,-5.33,7.83,64.80,60.22,317.85,287.80,404.39,379.15,387.79,303.20,328.30,312.52,357.87,329.39,367.28,379.15,
94.859,0,0.10,0.04,1.26,3.15,0.02,61.23,2.84,23.01,1.88,13.77,99.78,-49.11,96.73,23.01,69.43,1.88,2.79,0.04,0.00,0.21,20.31,0.00,100.00,99.84,0.03,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.01,-5.07,7.92,64.86,60.55,318.16,287.76,404.46,378.85,388.09,303.12,328.25,312.38,358.16,329.32,367.58,378.85,
95.027,0,0.11,0.04,2.03,3.39,0.02,65.57,3.19,27.25,1.25,9.43,99.75,-49.76,96.67,27.25,67.95,1.25,2.87,0.05,0.00,0.27,31.37,0.00,100.00,99.90,0.02,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.14,-5.16,8.02,64.77,60.08,318.13,287.72,404.35,378.84,387.78,303.11,328.38,312.18,358.07,329.19,367.56,378.84,
95.105,0,0.10,0.04,1.78,3.60,0.02,66.08,3.45,28.22,1.06,8.92,99.77,-49.90,96.81,28.22,68.67,1.06,3.12,0.05,0.00,0.29,28.94,0.00,100.00,99.91,0.01,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.94,-4.94,8.10,64.69,60.29,318.11,287.76,404.40,378.90,387.84,303.10,328.25,312.28,358.17,329.31,367.67,378.90,
95.181,0,0.09,0.04,1.38,3.94,0.02,72.23,3.87,33.76,1.34,2.77,99.73,-51.39,96.73,33.76,67.05,1.34,2.07,0.05,0.00,0.33,25.64,0.00,100.00,99.92,0.01,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.31,-5.06,8.12,64.58,60.19,318.09,287.61,404.59,379.05,387.87,303.03,328.38,312.20,358.20,329.15,367.77,379.05,
95.323,0,0.09,0.04,1.05,2.87,0.02,69.67,2.60,29.09,1.44,5.33,99.61,-50.35,96.77,29.09,62.18,1.44,1.76,0.04,0.00,0.29,18.46,0.00,100.00,99.90,0.01,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.44,-5.00,8.36,64.71,60.20,318.31,287.85,404.41,378.83,387.77,303.09,328.31,312.52,358.25,329.17,368.01,378.83,
95.400,0,0.12,0.05,1.44,2.21,0.02,72.75,1.86,29.31,1.66,2.25,99.26,-50.62,96.61,29.31,54.32,1.66,1.26,0.04,0.00,0.34,24.96,0.00,100.00,99.94,0.01,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.60,-5.25,8.36,64.61,60.30,318.25,287.74,404.54,378.97,387.85,303.07,328.28,312.38,358.16,329.10,368.05,378.97,
95.632,0,0.22,0.06,6.08,1.48,0.02,72.80,1.12,26.00,1.83,2.20,98.52,-50.03,96.74,26.00,45.54,1.83,1.02,0.05,0.00,0.51,53.40,0.00,100.00,99.98,0.01,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.55,-5.05,8.24,64.78,60.16,318.38,287.84,404.56,378.99,387.94,303.23,328.48,312.36,358.34,329.15,368.00,378.99,
95.698,0,0.21,0.06,4.60,1.22,0.02,65.90,0.90,19.64,1.46,9.10,98.67,-48.36,96.72,19.64,46.94,1.46,0.67,0.04,0.00,0.48,45.42,0.00,100.00,99.98,0.01,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.54,-5.08,8.10,64.80,60.35,318.37,287.79,404.65,379.09,388.14,303.30,328.45,312.20,358.35,329.15,367.93,379.09,
95.777,0,0.18,0.06,2.95,1.23,0.02,64.48,0.91,18.74,1.34,10.52,98.78,-48.03,97.07,18.74,48.00,1.34,0.73,0.04,0.00,0.42,35.95,0.00,100.00,99.98,0.01,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.86,-4.50,8.35,64.81,60.36,318.34,287.89,404.44,378.92,387.89,303.20,328.22,312.29,358.51,329.35,368.05,378.92,
95.916,0,0.17,0.05,3.08,1.40,0.02,61.05,1.07,17.33,1.44,13.95,99.20,-47.73,97.10,17.33,53.30,1.44,0.70,0.04,0.00,0.39,36.39,0.00,100.00,99.97,0.01,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.02,-4.45,8.19,64.78,60.63,318.35,287.77,404.63,378.94,388.19,303.14,328.25,312.29,358.63,329.27,368.04,378.94,
95.983,0,0.15,0.05,2.33,1.56,0.02,61.69,1.22,18.54,1.53,13.31,99.31,-48.02,96.77,18.54,55.19,1.53,0.77,0.04,0.00,0.37,31.09,0.00,100.00,99.96,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.29,-5.00,8.13,64.72,60.28,318.38,287.80,404.62,379.02,388.08,303.24,328.47,312.22,358.39,329.22,367.95,379.02,
96.220,0,0.35,0.09,9.28,0.56,0.02,60.73,0.34,9.75,1.80,14.27,96.26,-46.48,96.97,9.75,33.75,1.80,0.04,0.04,0.02,1.24,56.43,0.00,100.00,99.95,0.01,0.00,0.06,0.00,0.00,0.00,0.08,0.00,0.01,0.00,0.00,2.96,-4.67,7.99,64.90,60.76,318.56,288.14,404.52,379.04,388.38,303.63,328.34,312.91,358.57,328.87,367.90,379.04,
96.293,0,0.53,0.13,11.53,0.29,0.02,62.59,0.14,5.02,2.29,12.41,87.94,-45.49,96.89,5.02,18.06,2.29,0.00,0.05,0.08,0.78,60.17,0.00,100.00,99.97,0.02,0.00,0.17,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,2.94,-4.80,8.45,64.91,60.14,319.23,288.38,405.01,379.13,388.44,303.65,329.08,313.25,359.10,329.05,368.84,379.13,
96.368,0,0.35,0.13,3.35,0.30,0.02,63.15,0.15,5.66,2.35,11.85,88.56,-45.63,96.81,5.66,18.80,2.35,0.00,0.05,0.05,0.49,34.19,0.00,100.00,99.97,0.07,0.00,0.57,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.33,-4.94,8.35,64.89,60.77,318.72,288.73,404.98,379.84,388.54,304.01,328.45,313.11,358.73,330.47,368.56,379.84,
96.578,0,0.26,0.13,1.21,0.29,0.02,64.72,0.14,6.58,1.98,10.28,86.44,-45.56,97.48,6.58,16.38,1.98,0.02,0.04,0.01,0.32,13.80,0.00,100.00,99.99,0.52,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.24,-3.72,8.26,65.29,60.35,318.80,288.86,404.35,379.26,388.10,304.09,328.46,313.31,359.06,329.90,368.15,379.26,
96.646,0,0.25,0.14,0.90,0.26,0.02,62.88,0.13,5.06,1.33,12.12,85.52,-44.77,97.38,5.06,15.43,1.33,0.05,0.03,0.00,0.22,7.55,0.00,100.00,99.99,0.81,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.08,-3.92,8.18,65.08,59.84,318.42,288.61,404.30,379.55,387.73,304.06,328.52,312.74,358.78,329.85,367.82,379.55,
96.783,0,0.25,0.14,0.89,0.24,0.02,64.65,0.12,6.27,1.82,10.35,82.59,-44.80,97.35,6.27,12.71,0.81,0.05,0.04,0.00,0.18,7.65,0.00,100.00,99.99,1.82,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.03,-3.99,8.38,65.05,59.89,318.67,288.69,404.35,379.30,387.78,303.92,328.59,313.04,358.89,329.87,368.16,379.30,
96.859,0,0.24,0.15,0.79,0.23,0.02,65.05,0.12,6.42,6.41,9.95,80.67,-44.73,97.50,6.42,11.11,0.45,0.10,0.04,0.00,0.16,5.31,0.00,100.00,99.99,6.41,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.48,-3.68,8.16,65.02,60.28,318.51,288.75,404.20,379.34,387.93,304.08,328.29,312.88,358.87,330.08,367.85,379.34,
96.927,0,0.25,0.16,0.72,0.22,0.02,67.81,0.11,8.08,8.08,7.19,76.58,-45.43,97.49,8.08,7.67,0.25,0.10,0.04,0.00,0.15,4.07,0.00,100.00,100.00,11.30,0.00,3.16,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.75,-3.71,8.18,64.96,59.97,318.62,288.73,404.26,379.31,387.86,304.05,328.54,312.87,358.95,329.95,367.92,379.31,
96.993,0,0.28,0.17,0.78,0.21,0.02,67.73,0.10,7.67,7.67,7.27,75.99,-45.97,97.62,7.67,6.76,0.24,0.10,0.05,0.00,0.14,5.51,0.00,100.00,100.00,15.01,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.27,-3.43,7.96,64.88,59.98,318.63,288.71,404.24,379.24,387.98,304.10,328.61,312.65,359.09,330.04,367.72,379.24,
97.240,0,0.31,0.18,0.80,0.21,0.02,69.72,0.10,9.35,9.35,5.28,78.37,-47.79,97.67,9.35,5.68,0.20,0.09,0.07,0.00,0.10,6.66,0.01,100.00,100.00,51.04,0.00,12.45,0.00,0.00,0.00,0.01,0.00,0.44,0.00,0.00,0.11,-3.32,8.08,65.10,60.38,318.61,288.82,404.13,379.19,388.03,304.13,328.28,312.83,359.05,330.17,367.80,379.19,
97.321,0,0.33,0.18,1.33,0.20,0.02,69.90,0.10,9.22,9.22,5.10,78.19,-46.72,97.61,9.22,4.85,0.25,0.02,0.09,0.01,0.25,16.74,0.02,100.00,100.00,81.96,0.00,7.53,0.00,0.00,0.00,4.01,0.00,0.43,0.00,0.00,2.25,-3.46,8.01,65.53,60.22,319.04,288.93,404.28,379.18,388.28,304.39,328.70,313.17,359.29,329.46,368.01,379.18,
97.462,0,0.37,0.18,2.27,0.20,0.02,70.64,0.10,9.60,9.60,4.36,78.70,-46.03,97.48,9.60,4.14,0.54,0.01,0.08,0.01,0.57,27.35,0.02,100.00,100.00,95.40,0.00,2.76,0.00,0.00,0.00,4.67,0.00,0.34,0.00,0.00,1.11,-3.73,7.67,65.61,61.07,318.51,289.09,403.90,379.07,388.33,304.35,327.97,313.63,358.68,330.11,367.31,379.07,
97.541,0,0.45,0.19,2.91,0.18,0.02,70.01,0.09,7.97,7.97,4.99,76.42,-46.68,97.48,7.97,2.51,0.85,0.01,0.10,0.03,0.48,32.03,0.03,100.00,100.00,99.00,0.00,6.67,0.00,0.01,0.00,0.65,0.00,0.33,0.00,0.00,1.93,-3.73,8.36,66.14,60.75,318.73,289.75,403.64,379.59,387.87,305.02,327.78,313.95,358.65,330.25,367.91,379.59,
97.618,0,0.46,0.19,2.57,0.21,0.02,73.89,0.10,12.09,12.09,1.11,81.86,-49.05,97.75,12.09,2.38,0.88,0.01,0.10,0.01,0.28,31.05,0.05,100.00,100.00,98.81,0.00,13.20,0.00,0.01,0.00,0.25,0.00,0.32,0.00,0.00,2.50,-3.15,8.56,66.33,61.02,318.94,289.75,403.46,379.06,387.87,304.81,327.59,314.29,358.92,329.87,368.14,379.06,
97.687,0,0.45,0.19,2.16,0.23,0.02,75.49,0.11,14.00,14.00,0.00,84.03,-50.22,97.86,14.00,2.75,0.95,0.01,0.08,0.01,0.14,28.29,0.04,100.00,100.00,98.90,0.00,16.49,0.00,0.01,0.00,0.10,0.00,0.44,0.00,0.00,0.59,-2.88,7.98,65.80,60.28,318.51,289.49,403.04,378.75,387.43,304.64,327.79,313.44,358.68,330.19,367.11,378.75,
97.757,0,0.49,0.20,2.00,0.26,0.02,78.35,0.13,17.32,17.32,0.00,87.30,-53.50,97.80,17.32,2.79,1.21,0.03,0.07,0.01,0.11,27.85,0.04,100.00,100.00,99.17,0.00,26.87,0.00,0.00,0.00,0.12,0.00,0.65,0.00,0.00,0.88,-3.04,8.17,65.92,60.61,318.51,289.63,402.92,378.81,387.43,304.77,327.46,313.58,358.52,330.19,367.25,378.81,
97.965,0,0.35,0.20,2.64,0.40,0.02,87.59,0.22,31.86,31.86,0.00,95.67,-52.61,97.80,31.86,1.83,1.19,0.02,0.06,0.00,0.18,38.27,0.02,100.00,100.00,99.13,0.00,8.31,0.00,0.00,0.00,0.16,0.00,0.58,0.00,0.00,1.63,-3.03,8.14,65.90,60.53,318.91,289.56,402.65,377.79,387.41,304.37,327.65,313.97,358.60,329.59,367.28,377.79,
98.030,0,0.28,0.20,2.39,0.66,0.02,93.44,0.42,47.21,47.21,0.00,98.70,-55.83,97.22,47.21,1.34,1.28,0.01,0.05,0.00,0.20,41.30,0.03,100.00,100.00,98.97,0.00,6.71,0.00,0.00,0.00,0.14,0.00,0.44,0.00,0.00,2.26,-4.23,8.68,65.85,61.65,318.94,289.26,403.04,377.86,387.85,304.00,327.02,314.03,358.16,329.35,368.10,377.86,
